cliente_id,nombre_comercial,canal,region,distrito,fecha_alta,estado
C00595,Restaurante Vargas 485,Restaurante/Bar,Lima Centro,Cercado,2018-06-03,ACTIVO
C00596,Bodega Ramos 711,Bodega,Lima Norte,La Esperanza,2022-07-04,ACTIVO
C00597,Minimarket García 51,Minimarket,Callao,Comas,2023-05-01,ACTIVO
C00598,Bodega Díaz 311,Bodega,Callao,Paucarpata,2021-06-27,ACTIVO
C00599,Bodega Flores 996,Bodega,Lima Centro,Los Olivos,2020-07-22,ACTIVO
C00600,Bodega Paredes 329,Bodega,Trujillo,San Juan,2021-01-08,ACTIVO
C00601,Bodega García 936,Bodega,Piura,Paucarpata,2022-07-26,ACTIVO
C00602,Bodega Quispe 528,Bodega,Lima Sur,Wanchaq,2019-10-14,ACTIVO
C00603,Bodega Díaz 872,Bodega,Lima Norte,La Esperanza,2023-11-18,ACTIVO
C00604,Bodega Paredes 60,Bodega,Lima Norte,La Esperanza,2020-10-18,ACTIVO
C00605,Bodega García 281,Bodega,Piura,Surco,2022-02-17,INACTIVO
C00606,Bodega Ramos 32,Bodega,Arequipa,Castilla,2020-09-17,ACTIVO
C00607,Bodega Paredes 486,Bodega,Cusco,Cercado,2024-07-31,ACTIVO
C00608,Bodega Rojas 767,Bodega,Lima Sur,El Porvenir,2025-09-22,ACTIVO
C00609,Bodega Paredes 586,Bodega,Lima Este,Surco,2020-05-27,ACTIVO
C00610,Minimarket Ramos 420,Minimarket,Lima Norte,Villa El Salvador,2023-10-04,ACTIVO
C00611,Bodega Sánchez 934,Bodega,Lima Centro,Comas,2019-06-26,ACTIVO
C00612,Mayorista Vargas 825,Mayorista,Callao,El Porvenir,2021-06-05,INACTIVO
C00613,Minimarket Sánchez 259,Minimarket,Piura,Wanchaq,2020-06-12,ACTIVO
C00614,Bodega Mamani 599,Bodega,Lima Norte,Surco,2019-02-24,INACTIVO
C00615,Restaurante Paredes 384,Restaurante/Bar,Callao,San Juan,2024-04-18,ACTIVO
C00616,Restaurante Torres 284,Restaurante/Bar,Arequipa,Ventanilla,2025-03-08,ACTIVO
C00617,Bodega Ramos 306,Bodega,Lima Centro,Ate,2020-02-11,INACTIVO
C00618,Bodega Díaz 878,Bodega,Trujillo,Surco,2024-09-23,ACTIVO
C00619,Mayorista Quispe 672,Mayorista,Callao,El Porvenir,2023-07-31,ACTIVO
C00620,Minimarket Chávez 37,Minimarket,Lima Este,Los Olivos,2024-07-16,ACTIVO
C00621,Bodega Castillo 654,Bodega,Arequipa,Paucarpata,2023-05-03,ACTIVO
C00622,Bodega Ramos 898,Bodega,Lima Centro,Castilla,2024-04-05,ACTIVO
C00623,Bodega Rojas 743,Bodega,Lima Centro ,Surco,2024-04-08,ACTIVO
C00624,Bodega Torres 229,Bodega,Trujillo,Cayma,2021-06-11,ACTIVO
C00625,Bodega Vargas 302,Bodega,Lima Sur,Paucarpata,2023-03-15,ACTIVO
C00626,Bodega Vargas 967,Bodega,Lima Sur,Ate,2024-12-17,ACTIVO
C00627,Bodega Paredes 698,Bodega,Cusco,Comas,2022-04-13,INACTIVO
C00628,Minimarket Huamán 141,Minimarket,Arequipa,Miraflores,2020-03-31,INACTIVO
C00629,Bodega Sánchez 147,Bodega,Lima Centro,Castilla,2021-07-19,ACTIVO
C00630,Bodega Huamán 321,Bodega,Lima Norte,Ventanilla,2025-02-11,ACTIVO
C00631,Minimarket Díaz 173,Minimarket,Lima Centro,Villa El Salvador,2024-06-18,ACTIVO
C00632,Restaurante Huamán 630,Restaurante/Bar,Trujillo,Castilla,2022-11-12,ACTIVO
C00633,Bodega Quispe 547,Bodega,Arequipa ,Villa El Salvador,2020-03-27,ACTIVO
C00634,Bodega García 19,Bodega,Lima Norte,Ate,2025-08-03,ACTIVO
C00635,Bodega Torres 320,Bodega,Lima Sur,Miraflores,2019-06-13,ACTIVO
C00636,Bodega Flores 844,Bodega,CALLAO,Los Olivos,2018-07-07,ACTIVO
C00637,Bodega Castillo 346,Bodega,Lima Centro,La Esperanza,2022-11-12,ACTIVO
C00638,Bodega Díaz 193,Bodega,Trujillo,Ate,2019-11-07,ACTIVO
C00639,Bodega Huamán 217,Bodega,Cusco,Cayma,2018-03-31,ACTIVO
C00640,Bodega Díaz 39,Bodega,Callao,Miraflores,2022-03-17,ACTIVO
C00641,Bodega Quispe 678,Bodega,Lima Norte,San Juan,2019-03-19,ACTIVO
C00642,Bodega Mamani 127,Bodega,Callao,Cercado,,ACTIVO
C00643,Bodega Ramos 646,Bodega,Callao,San Juan,2018-02-08,ACTIVO
C00644,Bodega Rojas 638,Bodega,Lima Centro,La Esperanza,2024-10-16,ACTIVO
C00645,Bodega Chávez 633,Bodega,Callao,San Juan,2019-04-28,ACTIVO
C00646,Restaurante Vargas 205,Restaurante/Bar,Cusco ,Los Olivos,2020-12-13,ACTIVO
C00647,Bodega Huamán 41,Bodega,Piura,Los Olivos,2024-02-24,INACTIVO
C00648,Minimarket Torres 241,Minimarket,Lima Norte,La Esperanza,2018-01-12,ACTIVO
C00649,Mayorista Vargas 686,Mayorista,LIMA CENTRO,Los Olivos,2023-07-17,ACTIVO
C00650,Bodega Rojas 660,Bodega,Piura ,Ventanilla,2020-08-04,ACTIVO
C00651,Bodega Flores 833,Bodega,Lima Norte,Cayma,2019-12-17,ACTIVO
C00652,Bodega Torres 437,Bodega,Lima Sur,La Esperanza,2019-04-20,ACTIVO
C00653,Bodega Paredes 142,Bodega,Lima Centro,La Esperanza,2025-06-10,ACTIVO
C00654,Minimarket Vargas 275,Minimarket,Arequipa,Cercado,2019-01-16,ACTIVO
C00655,Bodega Mamani 986,Bodega,Callao,Los Olivos,2023-02-13,INACTIVO
C00656,Bodega Díaz 432,Bodega,Lima Centro,Los Olivos,2025-04-11,ACTIVO
C00657,Bodega Paredes 164,Bodega,Trujillo,Castilla,2019-03-01,ACTIVO
C00658,Bodega Ramos 449,Bodega,Trujillo,Miraflores,2020-01-13,ACTIVO
C00659,Minimarket Ramos 902,Minimarket,Lima Centro,Castilla,2026-02-26,ACTIVO
C00660,Bodega Mamani 452,Bodega,Lima Sur,Cayma,2018-07-08,ACTIVO
C00661,Bodega Paredes 695,Bodega,Lima Este ,Wanchaq,2023-11-20,ACTIVO
C00662,Restaurante Chávez 634,Restaurante/Bar,Trujillo,Ate,2019-01-26,ACTIVO
C00663,Bodega Ramos 693,Bodega,Trujillo,Paucarpata,2025-03-12,ACTIVO
C00664,Bodega Vargas 56,Bodega,Lima Centro,Castilla,2018-02-17,INACTIVO
C00665,Bodega Paredes 170,Bodega,Piura,Cayma,2018-11-03,INACTIVO
C00666,Bodega Quispe 520,Bodega,Cusco,El Porvenir,2020-07-01,ACTIVO
C00667,Bodega Flores 471,Bodega,Piura,Castilla,2022-12-25,ACTIVO
C00668,Bodega Flores 510,Bodega,Lima Norte,El Porvenir,2025-04-30,ACTIVO
C00669,Bodega Castillo 1,Bodega,Callao,Wanchaq,2019-01-08,ACTIVO
C00670,Bodega Ramos 468,Bodega,Arequipa,Paucarpata,2021-10-28,ACTIVO
C00671,Bodega Sánchez 340,Bodega,Piura,Cayma,2024-04-13,ACTIVO
C00672,Restaurante Flores 100,Restaurante/Bar,Lima Este,Cayma,2025-05-22,ACTIVO
C00673,Bodega Díaz 299,Bodega,Cusco,San Juan,2024-02-22,ACTIVO
C00674,Bodega Huamán 505,Bodega,Trujillo,Miraflores,2019-07-30,ACTIVO
C00675,Bodega Flores 953,Bodega,Lima Este,Villa El Salvador,2022-05-29,ACTIVO
C00676,Restaurante Torres 111,Restaurante/Bar,Lima Norte,Paucarpata,2022-08-25,ACTIVO
C00677,Bodega Flores 791,Bodega,Piura,Wanchaq,2023-01-20,ACTIVO
C00678,Bodega Sánchez 5,Bodega,Lima Norte,El Porvenir,2023-12-13,ACTIVO
C00679,Restaurante Sánchez 947,Restaurante/Bar,Lima Centro,Cercado,2023-09-14,ACTIVO
C00680,Restaurante Huamán 107,Restaurante/Bar,Arequipa,El Porvenir,2022-05-06,ACTIVO
C00681,Mayorista Vargas 938,Mayorista,Lima Este,Cayma,2025-10-07,INACTIVO
C00682,Bodega Sánchez 825,Bodega,Lima Centro,Los Olivos,2019-07-01,INACTIVO
C00683,Bodega Castillo 307,Bodega,Cusco,Los Olivos,2025-11-13,ACTIVO
C00684,Minimarket Castillo 648,Minimarket,Lima Este,Los Olivos,2020-06-09,ACTIVO
C00685,Restaurante Torres 944,Restaurante/Bar,lima centro,Wanchaq,2025-07-17,ACTIVO
C00686,Bodega Ramos 331,Bodega,Lima Sur,Wanchaq,2025-12-19,ACTIVO
C00687,Bodega Vargas 966,Bodega,Trujillo,La Esperanza,2025-06-25,ACTIVO
C00688,Bodega Rojas 899,Bodega,Lima Norte,Comas,2022-09-27,ACTIVO
C00689,Mayorista Quispe 687,Mayorista,Lima Este,Villa El Salvador,2018-08-20,ACTIVO
C00690,Bodega Rojas 700,Bodega,Lima Centro,Los Olivos,2020-10-23,ACTIVO
C00691,Bodega García 772,Bodega,Lima Norte,Castilla,2024-01-26,ACTIVO
C00692,Bodega Paredes 692,Bodega,Lima Este,Wanchaq,2024-04-20,ACTIVO
C00693,Bodega Castillo 804,Bodega,Callao,Comas,2025-10-22,INACTIVO
C00694,Bodega Mamani 427,Bodega,AREQUIPA,Comas,2025-09-07,ACTIVO
C00695,Bodega García 636,Bodega,Lima Este,Los Olivos,2022-12-20,ACTIVO
C00696,Bodega Torres 774,Bodega,Cusco,Ate,2024-08-07,ACTIVO
C00697,Bodega García 302,Bodega,LIMA CENTRO,Cercado,2023-01-13,INACTIVO
C00698,Bodega Chávez 527,Bodega,Trujillo,Ventanilla,2019-05-04,ACTIVO
C00699,Bodega Huamán 165,Bodega,Callao,Castilla,2024-07-20,ACTIVO
C00700,Bodega Huamán 41,Bodega,Arequipa,Villa El Salvador,2019-09-22,INACTIVO
C00701,Bodega Vargas 864,Bodega,Callao,Miraflores,2025-06-04,ACTIVO
C00702,Bodega Flores 803,Bodega,Arequipa,Cercado,2025-12-08,ACTIVO
C00703,Bodega Díaz 518,Bodega,Trujillo,El Porvenir,2019-10-15,ACTIVO
C00704,Bodega García 905,Bodega,Arequipa,Ventanilla,2020-05-23,ACTIVO
C00705,Bodega Díaz 634,Bodega,PIURA,San Juan,2023-12-13,ACTIVO
C00706,Restaurante Sánchez 247,Restaurante/Bar,Lima Este ,El Porvenir,2025-03-15,INACTIVO
C00707,Bodega Flores 396,Bodega,Cusco,Comas,2020-11-16,INACTIVO
C00708,Mayorista Paredes 789,Mayorista,Cusco,Castilla,2022-03-16,ACTIVO
C00709,Bodega Rojas 920,Bodega,Lima Este,San Juan,2025-04-22,INACTIVO
C00710,Minimarket Huamán 995,Minimarket,Cusco,San Juan,2024-01-13,ACTIVO
C00711,Mayorista Ramos 793,Mayorista,Trujillo,Ate,2020-05-23,ACTIVO
C00712,Bodega Chávez 900,Bodega,Lima Sur,Cercado,2022-11-18,ACTIVO
C00713,Bodega Chávez 340,Bodega,Lima Sur,Cercado,2018-06-05,ACTIVO
C00714,Bodega Castillo 73,Bodega,Lima Este,El Porvenir,2024-06-13,ACTIVO
C00715,Bodega Ramos 415,Bodega,Arequipa,Surco,2022-11-09,ACTIVO
C00716,Restaurante Quispe 657,Restaurante/Bar,Lima Sur,Miraflores,2026-01-29,ACTIVO
C00717,Mayorista Paredes 75,Mayorista,Cusco,Villa El Salvador,2022-01-05,ACTIVO
C00718,Restaurante Vargas 89,Restaurante/Bar,Piura,Paucarpata,2021-02-27,ACTIVO
C00719,Bodega Sánchez 161,Bodega,Lima Este,El Porvenir,2023-12-26,ACTIVO
C00720,Minimarket Paredes 559,Minimarket,Lima Centro,La Esperanza,2021-04-23,INACTIVO
C00721,Restaurante Díaz 888,Restaurante/Bar,AREQUIPA,Wanchaq,2026-03-07,INACTIVO
C00722,Bodega Huamán 127,Bodega,Lima Norte,El Porvenir,2018-06-21,ACTIVO
C00723,Bodega Flores 313,Bodega,Arequipa,La Esperanza,2020-05-10,ACTIVO
C00724,Minimarket Castillo 146,Minimarket,Lima Centro,Paucarpata,2019-10-22,ACTIVO
C00725,Bodega Flores 186,Bodega,Lima Norte,La Esperanza,2025-07-11,INACTIVO
C00726,Mayorista Castillo 473,Mayorista,Cusco,Surco,2025-03-25,ACTIVO
C00727,Bodega Flores 203,Bodega,Piura ,Cercado,2026-02-20,ACTIVO
C00728,Mayorista García 103,Mayorista,Lima Sur,Cayma,2021-03-13,ACTIVO
C00729,Bodega Torres 632,Bodega,Callao,Cercado,2025-05-24,ACTIVO
C00730,Bodega Torres 828,Bodega,Trujillo,Cayma,2021-07-19,ACTIVO
C00731,Bodega García 730,Bodega,Trujillo,Cayma,2025-03-09,ACTIVO
C00732,Mayorista Chávez 340,Mayorista,Piura,Villa El Salvador,2023-05-20,ACTIVO
C00733,Minimarket Castillo 112,Minimarket,Lima Sur,Paucarpata,2019-12-21,ACTIVO
C00734,Bodega Castillo 202,Bodega,Lima Sur,La Esperanza,2020-12-14,ACTIVO
C00735,Bodega Castillo 647,Bodega,Trujillo,Ate,2018-05-08,INACTIVO
C00736,Restaurante Castillo 267,Restaurante/Bar,Cusco,Villa El Salvador,2024-02-05,ACTIVO
C00737,Bodega Mamani 229,Bodega,Callao,Wanchaq,2024-08-12,ACTIVO
C00738,Mayorista Mamani 373,Mayorista,Lima Norte,Paucarpata,2023-08-19,INACTIVO
C00739,Bodega Vargas 701,Bodega,Cusco,Cercado,2019-11-11,ACTIVO
C00740,Bodega Vargas 676,Bodega,Piura,Comas,2019-08-22,ACTIVO
C00741,Bodega Sánchez 238,Bodega,Callao,Comas,2018-09-15,ACTIVO
C00742,Bodega Castillo 930,Bodega,Trujillo,Castilla,2022-01-19,INACTIVO
C00743,Minimarket Quispe 665,Minimarket,Lima Sur,Wanchaq,2021-08-20,ACTIVO
C00744,Bodega Rojas 855,Bodega,Cusco,El Porvenir,2020-12-14,ACTIVO
C00745,Bodega Torres 602,Bodega,Lima Sur,El Porvenir,2025-04-30,INACTIVO
C00746,Restaurante García 529,Restaurante/Bar,Arequipa,Cayma,2022-07-21,ACTIVO
C00747,Bodega Sánchez 909,Bodega,Lima Norte,Cercado,2024-10-10,ACTIVO
C00748,Bodega García 79,Bodega,Callao,Cercado,2023-10-09,ACTIVO
C00749,Restaurante Vargas 735,Restaurante/Bar,Lima Este,Cayma,2019-04-30,ACTIVO
C00750,Minimarket Sánchez 692,Minimarket,Piura,Cercado,2023-05-16,ACTIVO
C00751,Bodega Mamani 23,Bodega,Lima Norte,Miraflores,2020-09-25,ACTIVO
C00752,Restaurante Ramos 525,Restaurante/Bar,Lima Centro,Ventanilla,2018-06-10,INACTIVO
C00753,Minimarket Castillo 982,Minimarket,Lima Norte,Los Olivos,2022-07-19,ACTIVO
C00754,Bodega Rojas 970,Bodega,Lima Este,Castilla,2018-12-18,INACTIVO
C00755,Bodega Huamán 225,Bodega,Lima Centro,Paucarpata,2022-08-10,ACTIVO
C00756,Mayorista Vargas 676,Mayorista,Callao,Surco,,ACTIVO
C00757,Minimarket Sánchez 611,Minimarket,Lima Sur,El Porvenir,2024-08-16,ACTIVO
C00758,Bodega Quispe 208,Bodega,Cusco,Paucarpata,2023-11-12,ACTIVO
C00759,Restaurante Flores 182,Restaurante/Bar,Lima Norte,Wanchaq,2023-05-04,ACTIVO
C00760,Mayorista Flores 96,Mayorista,Lima Centro,Wanchaq,2023-05-30,ACTIVO
C00761,Bodega Díaz 695,Bodega,Trujillo,Cayma,2025-04-13,INACTIVO
C00762,Bodega Chávez 543,Bodega,Lima Este,Castilla,2022-10-24,ACTIVO
C00763,Bodega Mamani 359,Bodega,Lima Sur,Ventanilla,2024-08-09,ACTIVO
C00764,Minimarket García 932,Minimarket,Callao,Wanchaq,2018-12-10,ACTIVO
C00765,Bodega García 6,Bodega,Lima Norte,San Juan,2025-12-14,ACTIVO
C00766,Bodega Mamani 671,Bodega,Arequipa,San Juan,2020-04-21,ACTIVO
C00767,Mayorista Ramos 600,Mayorista,Callao,El Porvenir,2020-11-04,ACTIVO
C00768,Restaurante Vargas 283,Restaurante/Bar,Trujillo,El Porvenir,2025-08-19,ACTIVO
C00769,Bodega Castillo 495,Bodega,Arequipa,Castilla,2020-01-03,ACTIVO
C00770,Mayorista Rojas 592,Mayorista,Trujillo,Paucarpata,2021-11-11,INACTIVO
C00771,Bodega Flores 766,Bodega,Piura,Cercado,2020-07-30,ACTIVO
C00772,Mayorista Castillo 411,Mayorista,Cusco,Surco,2021-10-18,ACTIVO
C00773,Bodega Huamán 399,Bodega,Lima Norte,Paucarpata,2025-02-17,ACTIVO
C00774,Bodega Vargas 446,Bodega,Lima Sur,Cayma,2018-12-28,ACTIVO
C00775,Mayorista Quispe 742,Mayorista,Trujillo,Wanchaq,2022-04-24,ACTIVO
C00776,Bodega Vargas 59,Bodega,Piura,Ate,2019-12-19,INACTIVO
C00777,Bodega Díaz 531,Bodega,Lima Este,Miraflores,2021-03-17,ACTIVO
C00778,Minimarket Chávez 238,Minimarket,Lima Centro,Cayma,2024-11-24,ACTIVO
C00779,Minimarket Quispe 162,Minimarket,Callao,Cayma,2018-12-22,ACTIVO
C00780,Minimarket Mamani 601,Minimarket,Cusco,Los Olivos,2020-03-31,ACTIVO
C00781,Minimarket Flores 563,Minimarket,Cusco,Cayma,2021-03-11,ACTIVO
C00782,Bodega Paredes 284,Bodega,Lima Este,El Porvenir,2020-07-15,ACTIVO
C00783,Bodega Rojas 180,Bodega,Cusco,San Juan,2022-07-26,ACTIVO
C00784,Bodega Torres 970,Bodega,Cusco ,Los Olivos,2019-04-25,ACTIVO
C00785,Bodega Mamani 577,Bodega,Lima Este,Villa El Salvador,2023-06-04,ACTIVO
C00786,Restaurante Sánchez 919,Restaurante/Bar,Lima Norte,Ventanilla,2024-07-31,ACTIVO
C00787,Bodega Ramos 808,Bodega,Lima Este,El Porvenir,2020-06-21,INACTIVO
C00788,Bodega Castillo 549,Bodega,Callao,San Juan,2018-02-09,ACTIVO
C00789,Bodega Chávez 841,Bodega,Lima Sur,Cercado,2021-11-01,ACTIVO
C00790,Restaurante Torres 224,Restaurante/Bar,Callao,Los Olivos,2024-06-07,ACTIVO
C00791,Bodega García 511,Bodega,Lima Este,Paucarpata,2020-03-28,ACTIVO
C00792,Bodega García 208,Bodega,Arequipa,San Juan,2020-10-19,ACTIVO
C00793,Bodega Flores 693,Bodega,Piura,Villa El Salvador,2025-06-10,INACTIVO
C00794,Bodega Quispe 869,Bodega,Arequipa,Castilla,2023-05-30,INACTIVO
C00795,Bodega Vargas 890,Bodega,Piura,Villa El Salvador,2021-01-30,INACTIVO
C00796,Restaurante Rojas 408,Restaurante/Bar,Lima Centro,Villa El Salvador,2020-06-28,ACTIVO
C00797,Restaurante Castillo 34,Restaurante/Bar,Arequipa,Surco,2023-08-21,ACTIVO
C00798,Bodega Sánchez 124,Bodega,Cusco,Los Olivos,2025-10-31,ACTIVO
C00799,Minimarket Ramos 216,Minimarket,Lima Sur,Miraflores,2022-04-04,INACTIVO
C00800,Restaurante Huamán 562,Restaurante/Bar,Lima Este,Miraflores,2020-12-12,ACTIVO
C00801,Minimarket Huamán 511,Minimarket,Lima Este,Villa El Salvador,2022-10-03,ACTIVO
C00802,Bodega Paredes 411,Bodega,Piura,Cercado,2021-02-19,INACTIVO
C00803,Bodega Ramos 235,Bodega,Callao,Wanchaq,2019-02-14,ACTIVO
C00804,Bodega Mamani 201,Bodega,Lima Centro,Comas,2019-08-21,ACTIVO
C00805,Bodega Sánchez 138,Bodega,Cusco,Cayma,2025-01-27,ACTIVO
C00806,Minimarket Rojas 257,Minimarket,Lima Norte,Los Olivos,2024-04-21,ACTIVO
C00807,Restaurante García 834,Restaurante/Bar,Piura,San Juan,2020-11-07,ACTIVO
C00808,Restaurante Torres 267,Restaurante/Bar,Arequipa,La Esperanza,2022-01-18,ACTIVO
C00809,Bodega Torres 21,Bodega,Lima Sur,Surco,2022-08-14,INACTIVO
C00810,Bodega García 591,Bodega,Cusco,Villa El Salvador,2024-06-16,ACTIVO
C00811,Restaurante Torres 690,Restaurante/Bar,Piura,Castilla,2023-09-22,INACTIVO
C00812,Mayorista Mamani 629,Mayorista,Piura,Cercado,2021-03-19,INACTIVO
C00813,Bodega Ramos 828,Bodega,Trujillo,Miraflores,2021-10-13,ACTIVO
C00814,Restaurante Flores 82,Restaurante/Bar,Arequipa,Cayma,2019-10-26,ACTIVO
C00815,Restaurante Chávez 274,Restaurante/Bar,Trujillo,Castilla,2024-10-15,ACTIVO
C00816,Bodega Torres 766,Bodega,CUSCO,Cercado,2024-08-01,ACTIVO
C00817,Bodega Quispe 129,Bodega,Lima Este,Los Olivos,2026-02-28,ACTIVO
C00818,Bodega Flores 216,Bodega,Trujillo,San Juan,2019-11-15,INACTIVO
C00819,Bodega Sánchez 562,Bodega,Lima Norte,Wanchaq,2018-08-09,ACTIVO
C00820,Bodega Flores 107,Bodega,Lima Centro,La Esperanza,2020-12-11,INACTIVO
